,Index,DLL Author,DLL Editors,Same or Different?,DLL Works Rachel,DLL Works SJH,Title,Place,Publisher,Date,Archive,Library Catalog,,,,,,
310,https://catalog.hathitrust.org/Record/100479985,45165 : Horace,"84127 : Müller, Lucian, 1836-1898",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horatii Flacci Carmina,Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/100479985,1889,295 p.,,,,Hathi Trust,Harvard University
311,https://catalog.hathitrust.org/Record/100329818,45165 : Horace,"84127 : Müller, Lucian, 1836-1898",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci Carmina,Lipsiae,in aedibus B. G. Teubneri,1899,https://catalog.hathitrust.org/Record/100329818,1899,303 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
313,https://catalog.hathitrust.org/Record/100026571,45165 : Horace,"84186 : Vollmer, Friedrich, 1867-1923",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci Carmina,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100026571,1907,390 p.,,,,Hathi Trust,University of Minnesota
318,https://catalog.hathitrust.org/Record/001808597,45165 : Horace,"91834 : Keller, Otto, 1838-1927;89601 : Holder, Alfred, 1840-1916",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci opera,Lipsiae,B. G. Teubner,1864,https://catalog.hathitrust.org/Record/001808597,1864,,2 v.,,,Hathi Trust,Pennsylvania State University
319,https://catalog.hathitrust.org/Record/100837172,45165 : Horace,"84127 : Müller, Lucian, 1836-1898",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci Carmina.,Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100837172,1904,303 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa
320,https://catalog.hathitrust.org/Record/100739702,45165 : Horace,"91840 : Krüger, Gustav, 1837-1912",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horatii Flacci Carmina: Textausgabe für den Schulgebrauch,Leipzig,B. G. Teubner,1899,https://catalog.hathitrust.org/Record/100739702,1899,337 p.,,,,Hathi Trust,University of Chicago
321,https://catalog.hathitrust.org/Record/100412029,45165 : Horace,"84127 : Müller, Lucian, 1836-1898",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci Carmina,Lipsiae,in aedibus B. G. Teubneri,1874,https://catalog.hathitrust.org/Record/100412029,1874,362 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign
323,https://catalog.hathitrust.org/Record/010156890,45165 : Horace,"84127 : Müller, Lucian, 1836-1898",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci Carmina,Lipsiae,B. G. Teubner,1903,https://catalog.hathitrust.org/Record/010156890,1903,303 p.,,,,Hathi Trust,University of Minnesota
324,https://catalog.hathitrust.org/Record/009012405,45165 : Horace,"84127 : Müller, Lucian, 1836-1898",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Q. Horati Flacci Carmina,Lipsiae,B. G. Teubner,1903,https://catalog.hathitrust.org/Record/009012405,1903,303 p.,,,,Hathi Trust,Princeton University
510,https://catalog.hathitrust.org/Record/009407235,45165 : Horace,"89685 : Nauck, C. W. (Carl Wilhelm), 1813-;Krüger, G. T. A. (Georg Theodor August), 1793-1873",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Des Q. Horatius Flaccus Sämmtliche Werke für den Schulgebrauch erklar̈t.,Leipzig,B. G. Teubner,1860,https://catalog.hathitrust.org/Record/009407235,1860,,2 v.,,,HathiTrust,Princeton University
625,https://catalog.hathitrust.org/Record/100675366,45165 : Horace,"89601 : Holder, Alfred, 1840-1916;91834 : Keller, Otto, 1838-1927",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Opera recensvervnt O. Keller et A. Holder.,Lipsiae,B. G. Teubner,1864,https://catalog.hathitrust.org/Record/100675366,1864,,2 v.,,,Hathi Trust,University of Minnesota
635,https://catalog.hathitrust.org/Record/100807252,45165 : Horace,"91830 : Jahn, Johann Christian, 1797-1847",,,Sermones (81170);Ars Poetica (81165);Carmen Saeculare (81166);Carmina (81167);Epistulae (81168);Epodi (81169),Opera omnia.,Lipsiae,in aedibus B. G. Teubneri,1863,https://catalog.hathitrust.org/Record/100807252,1863,324 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa
605,https://catalog.hathitrust.org/Record/011665086,"45396 : Statius, P. Papinius (Publius Papinius)","84045 : Baehrens, Emil, 1848-1888",,,Silvae (81425),Silvae,Lipsiae,B. G. Teubner,1897,https://catalog.hathitrust.org/Record/011665086,1897,157 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University
606,https://catalog.hathitrust.org/Record/100006543,"45396 : Statius, P. Papinius (Publius Papinius)","84186 : Vollmer, Friedrich, 1867-1923",,,Silvae (81425),Silvarum libri,Leipzig,B. G. Teubner,1898,https://catalog.hathitrust.org/Record/100006543,1898,598 p.,,,,Hathi Trust,University of Minnesota
239,https://catalog.hathitrust.org/Record/100835791,"45396 : Statius, P. Papinius (Publius Papinius)","91726 : Kohlmann, Philipp, 1842-1889;84045 : Baehrens, Emil, 1848-1888",,,Silvae (81425);Achilleis (81423);Thebais (81426),P. Papinius Statius,Lipsiae,in aedibus B. G. Teubneri,1879,https://catalog.hathitrust.org/Record/100835791,1879,,2 v.,,,Hathi Trust,University of Iowa
240,https://catalog.hathitrust.org/Record/100462628,"45396 : Statius, P. Papinius (Publius Papinius)","89530 : Jahnke, Richard, 1868-1933;Kohlmann, Philipp, 1842-1889;84045 : Baehrens, Emil, 1848-1888",,,Silvae (81425);Achilleis (81423);Thebais (81426);In Statii Thebaida Commentum (81724),P. Papinius Statius,Lipsiae,in aedibus B. G. Teubneri,1879,https://catalog.hathitrust.org/Record/100462628,1879,,3 v.,,,Hathi Trust,Columbia University
624,https://catalog.hathitrust.org/Record/010551067,"45396 : Statius, P. Papinius (Publius Papinius)","91835 : Klotz, Alfred, 1874-1956;89530 : Jahnke, Richard, 1868-1933",,,Silvae (81425);Achilleis (81423);Thebais (81426);In Statii Thebaida Commentum (81724),Opera,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/010551067,1898,,3 v.,,,Hathi Trust,Harvard University
267,https://catalog.hathitrust.org/Record/009779753,"45396 : Statius, P. Papinius (Publius Papinius);45788 : Lactantius Placidus","89530 : Jahnke, Richard, 1868-1933;Kohlmann, Philipp, 1842-1889;91835 : Klotz, Alfred, 1874-1956;84045 : Baehrens, Emil, 1848-1888",,,Silvae (81425);Achilleis (81423);Thebais (81426);In Statii Thebaida Commentum (81724),P. Papinius Statius.,Lipsiae,B. G. Teubner,1884,https://catalog.hathitrust.org/Record/009779753,1884,,3 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia
38,https://catalog.hathitrust.org/Record/009012370,"45777 : Frontinus, Sextus Julius","89694 : Gundermann, Gotthold, 1856-1921",,,Strategemata (81693),Strategematon,Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/009012370,1888,176 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University
126,https://catalog.hathitrust.org/Record/012187589,"45777 : Frontinus, Sextus Julius","89694 : Gundermann, Gotthold, 1856-1921",,,Strategemata (81693),Iuli Frontini Strategematon libri quattuor,Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/012187589,1888,176 p.,,,,Hathi Trust,Columbia University
607,https://catalog.hathitrust.org/Record/009774996,"45777 : Frontinus, Sextus Julius","89694 : Gundermann, Gotthold, 1856-1921",,,Strategemata (81693),Strategematon libri qvattvor edidit Gottholdus Gundermann,Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/009774996,1888,176 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia
37,https://catalog.hathitrust.org/Record/006193973,"45777 : Frontinus, Sextus Julius","91796 : Dederich, Andreas, 1804-",,,Strategemata (81693);De Aquis Urbis Romae (81689),Sex. Iulii Frontini Strategematicon libri quattuor: Eiusdem De aquae ductibus urbis Romae liber,Lipsiae,B. G. Teubner,1855,https://catalog.hathitrust.org/Record/006193973,1855,155 p.,,Sex. Iulii Frontini Strategematicon libri quattuor,,Hathi Trust,Harvard University
333,https://catalog.hathitrust.org/Record/007969033,"45214 : Seneca, Lucius Annaeus, approximately 55 B.C.-approximately 39 A.D.","84103 : Kiessling, Adolf, 1837-1892",,,Suasoriae (81174);Controversiae (81171),Annaei Senecae Oratorum et rhetorum sententiae divisiones colores,Lipsiae,in aedibus B. G. Teubneri,1922,https://catalog.hathitrust.org/Record/007969033,1922,557 p.,,,,HathiTrust,University of Wisconsin - Madison
438,https://catalog.hathitrust.org/Record/001221345,"45214 : Seneca, Lucius Annaeus, approximately 55 B.C.-approximately 39 A.D.","84103 : Kiessling, Adolf, 1837-1892",,,Suasoriae (81174);Controversiae (81171),Annaei Senecae Oratorum et rhetorum sententiae divisiones colores,Lipsiae,in aedibus B. G. Teubneri,1872,https://catalog.hathitrust.org/Record/001221345,1872,557 p.,,,,HathiTrust,University of Virginia
616,https://catalog.hathitrust.org/Record/011665031,"45214 : Seneca, Lucius Annaeus, approximately 55 B.C.-approximately 39 A.D.","84103 : Kiessling, Adolf, 1837-1892",,,"Suasoriae (81174);Controversiae (81171);Controversiae, excerpta (81172)","Oratorum et rhetorum sententiae, divisiones, colores",Lipsiae,in aedibus B. G. Teubneri,1872,https://catalog.hathitrust.org/Record/011665031,1872,557 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University
226,https://catalog.hathitrust.org/Record/100389523,"45396 : Statius, P. Papinius (Publius Papinius)","91835 : Klotz, Alfred, 1874-1956",,,Thebais (81426),P. Papini Stati Thebais,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100389523,1908,583 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
238,https://catalog.hathitrust.org/Record/101834923,"45396 : Statius, P. Papinius (Publius Papinius)","91835 : Klotz, Alfred, 1874-1956",,,Thebais (81426),P. Papini Stati Thebais; cum Ottonis Müller tum aliis copiis usus edidit Alfredus Klotz. Accedit index nominum ad Stati Achilleidem et Thebaidem,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/101834923,1908,583 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of California
580,https://catalog.hathitrust.org/Record/100322750,"45396 : Statius, P. Papinius (Publius Papinius)","91835 : Klotz, Alfred, 1874-1956",,,Thebais (81426),Thebais,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100322750,1908,,,,,Hathi Trust,Harvard University
562,https://catalog.hathitrust.org/Record/100326582,"70809 : Albert, von Stade, -approximately 1260;44884 : Hildebert, Archbishop of Tours","91852 : Merzdorf, J. F. L. Theodor (Johann Friedrich Ludwig Theodor), 1812-1877",,,Troilus (82244),Troilus,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/100326582,1875,210 p.,,,,Hathi Trust,Harvard University
563,https://catalog.hathitrust.org/Record/001221702,"70809 : Albert, von Stade, -approximately 1260;44884 : Hildebert, Archbishop of Tours","91852 : Merzdorf, J. F. L. Theodor (Johann Friedrich Ludwig Theodor), 1812-1877",,,Troilus (82244),Troilus Alberti Stadensis,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/001221702,1875,210 p.,,,,HathiTrust,Harvard University
570,https://catalog.hathitrust.org/Record/005797595,,"91842 : Künstle, Karl, 1859-1932",,,Vita Genovefae (91906),Vita Sanctae Genovefae virginis Parisiorum patronae,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/005797595,1910,20 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Wisconsin - Madison
572,https://catalog.hathitrust.org/Record/001221689,"44491 : Donatus, Aelius;70924 : Philargyrius, Junius;45332 : Phocas;45376 : Servius, active 4th century ;45895 : Probus, Marcus Valerius ","91791 : Brummer, Jacob",,,"Vita Vergilii (80057);Vita Vergilii (82039);Carmen de vita Vergilii (81232);Vitae Vergilianae, Vita Bernensis (91152);Vitae Vergilianae, Vita Gudianae (91153);Vitae Vergilianae, Vita Monacensis (91154);Vitae Vergilianae, Vita Noricensis; (91155);Vitae Vergilianae (91332);Vita Vergilii (81402);Vita Vergili (Probiana) (84219) ",Vitae Vergilianae,Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/001221689,1912,74 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
375,https://catalog.hathitrust.org/Record/100331240,"45078 : Nepos, Cornelius","89571 : Fleckeisen, Alfred, 1820-1899;89560 : Halm, Karl, 1809-1882",,,Vitae (81088);Miltiades (89641);Themistocles (89642);Aristides (89643);Pausanias (89644);Cimon (89645);Lysander (89646);Alcibiades (89647);Thrasybulus (89648);Conon (89649);Dion (89650);Iphicrates (89651);Chabrias (89652);Timotheus (89653);Datames (89654);Epaminondas (89655);Pelopidas (89656);Agesilaus (89657);Eumenes (89658);Phocion (89659);Timoleon (89660);Reges (89661);Hamilcar (89662);Hannibal (89663);Cato (89664);Atticus (89665),Cornelii Nepotis Vitae,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100331240,1893,118 p.,,,,Hathi Trust,Harvard University
376,https://catalog.hathitrust.org/Record/100479813,"45078 : Nepos, Cornelius","89571 : Fleckeisen, Alfred, 1820-1899;89560 : Halm, Karl, 1809-1882",,,Vitae (81088);Miltiades (89641);Themistocles (89642);Aristides (89643);Pausanias (89644);Cimon (89645);Lysander (89646);Alcibiades (89647);Thrasybulus (89648);Conon (89649);Dion (89650);Iphicrates (89651);Chabrias (89652);Timotheus (89653);Datames (89654);Epaminondas (89655);Pelopidas (89656);Agesilaus (89657);Eumenes (89658);Phocion (89659);Timoleon (89660);Reges (89661);Hamilcar (89662);Hannibal (89663);Cato (89664);Atticus (89665),Cornelii Nepotis Vitae,Lipsiae,in aedibus B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/100479813,1890,118 p.,,,,Hathi Trust,Harvard University
377,https://catalog.hathitrust.org/Record/100836267,"45078 : Nepos, Cornelius","89560 : Halm, Karl, 1809-1882",,,Vitae (81088);Miltiades (89641);Themistocles (89642);Aristides (89643);Pausanias (89644);Cimon (89645);Lysander (89646);Alcibiades (89647);Thrasybulus (89648);Conon (89649);Dion (89650);Iphicrates (89651);Chabrias (89652);Timotheus (89653);Datames (89654);Epaminondas (89655);Pelopidas (89656);Agesilaus (89657);Eumenes (89658);Phocion (89659);Timoleon (89660);Reges (89661);Hamilcar (89662);Hannibal (89663);Cato (89664);Atticus (89665),Cornelii Nepotis Vitae,Lipsiae,in aedibus B. G. Teubneri,1873,https://catalog.hathitrust.org/Record/100836267,1873,118 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa
378,https://catalog.hathitrust.org/Record/100412345,"45078 : Nepos, Cornelius","89560 : Halm, Karl, 1809-1882;89571 : Fleckeisen, Alfred, 1820-1899",,,Vitae (81088);Miltiades (89641);Themistocles (89642);Aristides (89643);Pausanias (89644);Cimon (89645);Lysander (89646);Alcibiades (89647);Thrasybulus (89648);Conon (89649);Dion (89650);Iphicrates (89651);Chabrias (89652);Timotheus (89653);Datames (89654);Epaminondas (89655);Pelopidas (89656);Agesilaus (89657);Eumenes (89658);Phocion (89659);Timoleon (89660);Reges (89661);Hamilcar (89662);Hannibal (89663);Cato (89664);Atticus (89665),Cornelii Nepotis Vitae,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/100412345,1884,118 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign
379,https://catalog.hathitrust.org/Record/100454999,"45078 : Nepos, Cornelius","89560 : Halm, Karl, 1809-1882;89571 : Fleckeisen, Alfred, 1820-1899",,,Vitae (81088);Miltiades (89641);Themistocles (89642);Aristides (89643);Pausanias (89644);Cimon (89645);Lysander (89646);Alcibiades (89647);Thrasybulus (89648);Conon (89649);Dion (89650);Iphicrates (89651);Chabrias (89652);Timotheus (89653);Datames (89654);Epaminondas (89655);Pelopidas (89656);Agesilaus (89657);Eumenes (89658);Phocion (89659);Timoleon (89660);Reges (89661);Hamilcar (89662);Hannibal (89663);Cato (89664);Atticus (89665),Cornelii Nepotis Vitae,Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/100454999,1912,118 p.,,,,Hathi Trust,Columbia University
380,https://catalog.hathitrust.org/Record/011633415,"45078 : Nepos, Cornelius","84053 : Dietsch, Heinrich Rudolf, 1814-1875",,,Vitae (81088);Miltiades (89641);Themistocles (89642);Aristides (89643);Pausanias (89644);Cimon (89645);Lysander (89646);Alcibiades (89647);Thrasybulus (89648);Conon (89649);Dion (89650);Iphicrates (89651);Chabrias (89652);Timotheus (89653);Datames (89654);Epaminondas (89655);Pelopidas (89656);Agesilaus (89657);Eumenes (89658);Phocion (89659);Timoleon (89660);Reges (89661);Hamilcar (89662);Hannibal (89663);Cato (89664);Atticus (89665),Cornelii Nepotis liber De excellentibus ducibus exterarum gentium cum vitis Catonis et Atticae ex libro de Historicis Latinis et aliis excerptis.,Lipsiae,B.G. Teubner,1855,https://catalog.hathitrust.org/Record/011633415,1855,106 p.,,,,Hathi Trust,Harvard University
571,https://catalog.hathitrust.org/Record/001809221,"45078 : Nepos, Cornelius","89560 : Halm, Karl, 1809-1882",,,Vitae (81088);Miltiades (89641);Themistocles (89642);Aristides (89643);Pausanias (89644);Cimon (89645);Lysander (89646);Alcibiades (89647);Thrasybulus (89648);Conon (89649);Dion (89650);Iphicrates (89651);Chabrias (89652);Timotheus (89653);Datames (89654);Epaminondas (89655);Pelopidas (89656);Agesilaus (89657);Eumenes (89658);Phocion (89659);Timoleon (89660);Reges (89661);Hamilcar (89662);Hannibal (89663);Cato (89664);Atticus (89665),Cornelii Nepotis Vitae,Lipsiae,in aedibus B. G. Teubneri,1883,https://catalog.hathitrust.org/Record/001809221,1883,118 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
